,Country,Country Telugu
3605,Paraguay,పరాగ్వే
3606,,
3607,Colombia,కొలంబియా
3608,Argentina,అర్జెంటీనా
3609,Madagascar,మడగాస్కర్
3610,,
3611,Fiji,ఫిజీ
3612,,
3613,Cambodia,కంబోడియా
3614,Cuba,క్యూబా
3615,,
3616,Myanmar,మయన్మార్
3617,Thailand,థాయిలాండ్
3618,,
3619,Philippines,ఫిలిప్పీన్స్
3620,French Guiana,ఫ్రెంచ్ గియానా
3621,,
3622,,
3623,,
3624,Palau,పలావు
3625,,
3626,Guatemala,గ్వాటెమాల
3627,,
3628,United States,యునైటెడ్ స్టేట్స్
3629,Australia,ఆస్ట్రేలియా
3630,Australia,ఆస్ట్రేలియా
3631,,
3632,United States,యునైటెడ్ స్టేట్స్
3633,Argentina,అర్జెంటీనా
3634,,
3635,,
3636,Brazil,బ్రెజిల్
3637,,
3638,Argentina,అర్జెంటీనా
3639,United States,యునైటెడ్ స్టేట్స్
3640,,
3641,Colombia,కొలంబియా
3642,Argentina,అర్జెంటీనా
3643,,
3644,Colombia,కొలంబియా
3645,Indonesia,ఇండోనేషియా
3646,Argentina,అర్జెంటీనా
3647,Brazil,బ్రెజిల్
3648,Brazil,బ్రెజిల్
3649,Australia,ఆస్ట్రేలియా
3650,Colombia,కొలంబియా
3651,,
3652,Solomon Islands,సోలమన్ దీవులు
3653,French Guiana,ఫ్రెంచ్ గియానా
3654,Mauritania,మోర్టియానా
3655,Argentina,అర్జెంటీనా
3656,,
3657,Colombia,కొలంబియా
3658,Panama,పనామా
3659,,
3660,Brazil,బ్రెజిల్
3661,,
3662,,
3663,Nepal,నేపాల్
3664,Australia,ఆస్ట్రేలియా
3665,Pakistan,పాకిస్థాన్
3666,Guinea,గినియా
3667,,
3668,Fiji,ఫిజీ
3669,,
3670,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
3671,,
3672,Guinea,గినియా
3673,Guinea,గినియా
3674,,
3675,,
3676,Brazil,బ్రెజిల్
3677,Myanmar,మయన్మార్
3678,,
3679,South Africa,దక్షిణాఫ్రికా
3680,Dominican Republic,డొమినికన్ రిపబ్లిక్
3681,,
3682,Mexico,మెక్సికో
3683,Northern Mariana Islands,ఉత్తర మరియానా ద్వీపాలు
3684,Angola,అంగోల్వా
3685,Peru,పెరూ
3686,South Sudan,దక్షిణ సుడాన్
3687,Guinea,గినియా
3688,Costa Rica,కోస్టా రికా
3689,,
3690,Philippines,ఫిలిప్పీన్స్
3691,,
3692,Colombia,కొలంబియా
3693,Indonesia,ఇండోనేషియా
3694,Argentina,అర్జెంటీనా
3695,,
3696,Colombia,కొలంబియా
3697,Myanmar,మయన్మార్
3698,Colombia,కొలంబియా
3699,,
3700,Peru,పెరూ
3701,Costa Rica,కోస్టా రికా
3702,El Salvador,ఎల్ సాల్వడార్
3703,Paraguay,పరాగ్వే
3704,,
3705,Mexico,మెక్సికో
3706,Colombia,కొలంబియా
3707,Brazil,బ్రెజిల్
3708,Colombia,కొలంబియా
3709,,
3710,Colombia,కొలంబియా
3711,Peru,పెరూ
3712,,
3713,Colombia,కొలంబియా
3714,British Indian Ocean Territory,బ్రిటిష్ ఇండియన్ ఓషన్ ప్రాంతం
3715,Philippines,ఫిలిప్పీన్స్
3716,Mexico,మెక్సికో
3717,Argentina,అర్జెంటీనా
3718,,
3719,Brazil,బ్రెజిల్
3720,French Guiana,ఫ్రెంచ్ గియానా
3721,,
3722,Colombia,కొలంబియా
3723,,
3724,Colombia,కొలంబియా
3725,,
3726,Guinea,గినియా
3727,Colombia,కొలంబియా
3728,United States,యునైటెడ్ స్టేట్స్
3729,,
3730,Colombia,కొలంబియా
3731,China,చైనా
3732,Colombia,కొలంబియా
3733,United States,యునైటెడ్ స్టేట్స్
3734,French Guiana,ఫ్రెంచ్ గియానా
3735,Australia,ఆస్ట్రేలియా
3736,,
3737,Panama,పనామా
3738,Ecuador,ఈక్వెడార్
3739,Indonesia,ఇండోనేషియా
3740,Indonesia,ఇండోనేషియా
3741,Myanmar,మయన్మార్
3742,Colombia,కొలంబియా
3743,,
3744,Costa Rica,కోస్టా రికా
3745,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
3746,Colombia,కొలంబియా
3747,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
3748,,
3749,Australia,ఆస్ట్రేలియా
3750,French Guiana,ఫ్రెంచ్ గియానా
3751,French Guiana,ఫ్రెంచ్ గియానా
3752,Argentina,అర్జెంటీనా
3753,,
3754,Trinidad and Tobago,ట్రినిడాడ్ మరియు టొబాగో
3755,,
3756,,
3757,Brazil,బ్రెజిల్
3758,,
3759,Argentina,అర్జెంటీనా
3760,,
3761,Colombia,కొలంబియా
3762,,
3763,Colombia,కొలంబియా
3764,Uganda,ఉగాండా
3765,,
3766,United States,యునైటెడ్ స్టేట్స్
3767,Papua New Guinea,పపువా న్యూ గినియా
3768,Guinea,గినియా
3769,,
3770,Colombia,కొలంబియా
3771,,
3772,,
3773,New Caledonia,న్యూ కాలెడోనియా
3774,,
3775,,
3776,Colombia,కొలంబియా
3777,Colombia,కొలంబియా
3778,Colombia,కొలంబియా
3779,,
3780,Mauritania,మోర్టియానా
3781,,
3782,,
3783,Australia,ఆస్ట్రేలియా
3784,Bahamas,బహామాస్
3785,,
3786,,
3787,,
3788,,
3789,Myanmar,మయన్మార్
3790,Brazil,బ్రెజిల్
3791,Guinea,గినియా
3792,Indonesia,ఇండోనేషియా
3793,Saudi Arabia,సౌదీ అరేబియా
3794,,
3795,Spain,స్పెయిన్
3796,,
3797,,
3798,,
3799,,
3800,Philippines,ఫిలిప్పీన్స్
3801,Myanmar,మయన్మార్
3802,,
3803,,
3804,,
3805,Colombia,కొలంబియా
3806,,
3807,,
3808,French Guiana,ఫ్రెంచ్ గియానా
3809,Argentina,అర్జెంటీనా
3810,Congo,కాంగో
3811,Uganda,ఉగాండా
3812,Burundi,బుర్గుండి
3813,Congo,కాంగో
3814,,
3815,United States,యునైటెడ్ స్టేట్స్
3816,,
3817,Mexico,మెక్సికో
3818,United States,యునైటెడ్ స్టేట్స్
3819,Mexico,మెక్సికో
3820,United States,యునైటెడ్ స్టేట్స్
3821,Argentina,అర్జెంటీనా
3822,Argentina,అర్జెంటీనా
3823,United States,యునైటెడ్ స్టేట్స్
3824,,
3825,Oman,ఒమన్
3826,Argentina,అర్జెంటీనా
3827,,
3828,Argentina,అర్జెంటీనా
3829,,
3830,,
3831,India,భారతదేశం
3832,,
3833,,
3834,,
3835,,
3836,Australia,ఆస్ట్రేలియా
3837,,
3838,New Zealand,న్యూజిలాండ్
3839,,
3840,,
3841,Papua New Guinea,పపువా న్యూ గినియా
3842,Colombia,కొలంబియా
3843,,
3844,India,భారతదేశం
3845,,
3846,,
3847,India,భారతదేశం
3848,,
3849,Costa Rica,కోస్టా రికా
3850,,
3851,,
3852,,
3853,India,భారతదేశం
3854,,
3855,Peru,పెరూ
3856,,
3857,Cambodia,కంబోడియా
3858,Mexico,మెక్సికో
3859,Argentina,అర్జెంటీనా
3860,,
3861,Bahamas,బహామాస్
3862,Bangladesh,బంగ్లాదేశ్
3863,India,భారతదేశం
3864,Myanmar,మయన్మార్
3865,,
3866,,
3867,Afghanistan,ఆఫ్ఘనిస్తాన్
3868,Argentina,అర్జెంటీనా
3869,Colombia,కొలంబియా
3870,,
3871,,
3872,Argentina,అర్జెంటీనా
3873,,
3874,India,భారతదేశం
3875,,
3876,Kenya,కెన్యా
3877,Peru,పెరూ
3878,,
3879,New Zealand,న్యూజిలాండ్
3880,Ireland,ఐర్లాండ్
3881,Australia,ఆస్ట్రేలియా
3882,Costa Rica,కోస్టా రికా
3883,Colombia,కొలంబియా
3884,,
3885,,
3886,,
3887,Guinea,గినియా
3888,Brazil,బ్రెజిల్
3889,French Guiana,ఫ్రెంచ్ గియానా
3890,Papua New Guinea,పపువా న్యూ గినియా
3891,China,చైనా
3892,Guinea,గినియా
3893,,
3894,,
3895,Cambodia,కంబోడియా
3896,,
3897,Argentina,అర్జెంటీనా
3898,Turks and Caicos Islands,టర్క్స్ మరియు కాసికోస్ ద్వీపాలు
3899,Dominican Republic,డొమినికన్ రిపబ్లిక్
3900,Dominican Republic,డొమినికన్ రిపబ్లిక్
3901,Guinea,గినియా
3902,South Africa,దక్షిణాఫ్రికా
3903,India,భారతదేశం
3904,South Africa,దక్షిణాఫ్రికా
3905,,
3906,China,చైనా
3907,India,భారతదేశం
3908,Brazil,బ్రెజిల్
3909,Indonesia,ఇండోనేషియా
3910,Guinea,గినియా
3911,,
3912,Afghanistan,ఆఫ్ఘనిస్తాన్
3913,,
3914,,
3915,,
3916,,
3917,United States,యునైటెడ్ స్టేట్స్
3918,,
3919,,
3920,,
3921,,
3922,Argentina,అర్జెంటీనా
3923,,
3924,United States,యునైటెడ్ స్టేట్స్
3925,,
3926,,
3927,Colombia,కొలంబియా
3928,Mongolia,మంగోలియా
3929,Australia,ఆస్ట్రేలియా
3930,,
3931,,
3932,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
3933,Argentina,అర్జెంటీనా
3934,Madagascar,మడగాస్కర్
3935,Argentina,అర్జెంటీనా
3936,,
3937,Argentina,అర్జెంటీనా
3938,,
3939,,
3940,China,చైనా
3941,United States,యునైటెడ్ స్టేట్స్
3942,,
3943,,
3944,India,భారతదేశం
3945,Australia,ఆస్ట్రేలియా
3946,,
3947,,
3948,Australia,ఆస్ట్రేలియా
3949,,
3950,,
3951,,
3952,Costa Rica,కోస్టా రికా
3953,,
3954,Brazil,బ్రెజిల్
3955,,
3956,Costa Rica,కోస్టా రికా
3957,Philippines,ఫిలిప్పీన్స్
3958,,
3959,,
3960,,
3961,,
3962,United States,యునైటెడ్ స్టేట్స్
3963,Cameroon,కామెరూన్
3964,South Africa,దక్షిణాఫ్రికా
3965,Colombia,కొలంబియా
3966,Puerto Rico,ప్యూర్టో రికో
3967,Australia,ఆస్ట్రేలియా
3968,,
3969,,
3970,Indonesia,ఇండోనేషియా
3971,Japan,జపాన్
3972,Australia,ఆస్ట్రేలియా
3973,Philippines,ఫిలిప్పీన్స్
3974,New Caledonia,న్యూ కాలెడోనియా
3975,,
3976,Mali,మాలి
3977,Argentina,అర్జెంటీనా
3978,Costa Rica,కోస్టా రికా
3979,South Africa,దక్షిణాఫ్రికా
3980,,
3981,Ecuador,ఈక్వెడార్
3982,,
3983,,
3984,Colombia,కొలంబియా
3985,Colombia,కొలంబియా
3986,Nicaragua,నికానోవా
3987,Peru,పెరూ
3988,Argentina,అర్జెంటీనా
3989,South Africa,దక్షిణాఫ్రికా
3990,,
3991,Argentina,అర్జెంటీనా
3992,,
3993,Australia,ఆస్ట్రేలియా
3994,Colombia,కొలంబియా
3995,,
3996,Guinea,గినియా
3997,Indonesia,ఇండోనేషియా
3998,Guinea,గినియా
3999,Guatemala,గ్వాటెమాల
4000,Bangladesh,బంగ్లాదేశ్
4001,,
4002,,
4003,Philippines,ఫిలిప్పీన్స్
4004,,
4005,,
4006,Argentina,అర్జెంటీనా
4007,Colombia,కొలంబియా
4008,Colombia,కొలంబియా
4009,Sri Lanka,శ్రీలంక
4010,India,భారతదేశం
4011,Argentina,అర్జెంటీనా
4012,Cameroon,కామెరూన్
4013,,
4014,Nicaragua,నికానోవా
4015,,
4016,,
4017,,
4018,,
4019,Argentina,అర్జెంటీనా
4020,Costa Rica,కోస్టా రికా
4021,Brazil,బ్రెజిల్
4022,Bangladesh,బంగ్లాదేశ్
4023,,
4024,Philippines,ఫిలిప్పీన్స్
4025,,
4026,,
4027,Ecuador,ఈక్వెడార్
4028,,
4029,Central African Republic,సెంట్రల్ ఆఫ్రికన్ రిపబ్లిక్
4030,Argentina,అర్జెంటీనా
4031,United States,యునైటెడ్ స్టేట్స్
4032,Colombia,కొలంబియా
4033,Argentina,అర్జెంటీనా
4034,Argentina,అర్జెంటీనా
4035,Germany,జర్మనీ
4036,Argentina,అర్జెంటీనా
4037,China,చైనా
4038,,
4039,Barbados,బార్బడాస్
4040,Mexico,మెక్సికో
4041,Sierra Leone,సియెర్రా లియోన్
4042,,
4043,French Guiana,ఫ్రెంచ్ గియానా
4044,French Guiana,ఫ్రెంచ్ గియానా
4045,India,భారతదేశం
4046,United States,యునైటెడ్ స్టేట్స్
