,Common Name,Kingdom,Phylum,Class,Order,Family,Genus,SPECIES,Continents,Countries,Biome,Lifestyle,Seasonal behavior,Ref,Animalia_Link,Regions,Subcontinents,Group name,Islands,Introduced Countries,Subclass,Infraclass,Superorder,Suborder,Subfamily,Oceans,Seas,Tribe,SUBSPECIES OF
0,masked-woodswallow,Animalia,Chordata,Aves,Passeriformes,Artamidae,Artamus,Artamus personatus,,Australia,"Freshwater,Anthropogenic biome,Forest,Grassland,Savanna,Shrubland,Woodland","Terrestrial, ,Oviparous, ,Soaring, ,Nomadic",Migrating,"https://en.wikipedia.org/wiki/Masked_woodswallow,https://www.iucnredlist.org/species/22706321/118740415,https://xeno-canto.org/674001",https://animalia.bio/masked-woodswallow/,,,,,,,,,,,,,,
0,masked-yellowthroat,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,Geothlypis aequinoctialis,"South America,",North America,"Freshwater,Grassland,Savanna,Shrubland,Wetlands,Forest,Mountains,Marsh",,,"https://en.wikipedia.org/wiki/Masked_yellowthroat,https://www.iucnredlist.org/species/103795554/119461438,https://xeno-canto.org/705730",https://animalia.bio/masked-yellowthroat/,"Trinidad and Tobago,",,,,,,,,,,,,,
0,matinan-blue-flycatcher,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Cyornis,Cyornis sanfordi,Asia,Indonesia,"Forest,Mountains,Montane forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Matinan_blue_flycatcher,https://www.iucnredlist.org/species/22709482/94211557,https://xeno-canto.org/200097",https://animalia.bio/matinan-blue-flycatcher/,,,,,,,,,,,,,,
0,mato-grosso-antbird,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Cercomacra,Cercomacra melanaria,South America,"Bolivia,","Forest,Savanna","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Mato_Grosso_antbird,https://www.iucnredlist.org/species/22701692/130215657,https://xeno-canto.org/707631",https://animalia.bio/mato-grosso-antbird/,,,,,,,,,,,,,,
0,mato-grosso-swift,,,,,,,,,,,,,,https://animalia.bio/mato-grosso-swift/,,,,,,,,,,,,,,
0,matsudairas-storm-petrel,,,,,,,,,,,,,,https://animalia.bio/matsudairas-storm-petrel/,,,,,,,,,,,,,,
0,maui-akepa,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxops,Loxops ochraceus,,,Forest,,,"https://en.wikipedia.org/wiki/Maui_ʻakepa,https://www.iucnredlist.org/species/103824084/130691117",https://animalia.bio/maui-akepa/,,,,,,,,,,,,,,
0,maui-alauahio,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Paroreomyza,Paroreomyza montana,North America,United States,"Anthropogenic biome,Forest,Savanna,Shrubland,Agricultural,Rainforest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Maui_ʻalauahio,https://www.iucnredlist.org/species/22720818/94684594,https://xeno-canto.org/58973",https://animalia.bio/maui-alauahio/,Hawaiian Is.,,,,,,,,,,,,,
0,maui-nui-akialoa,,,,,,,,,,,,,,https://animalia.bio/maui-nui-akialoa/,,,,,,,,,,,,,,
0,maui-nukupuu,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Hemignathus,Hemignathus affinis,,,Forest,,,"https://en.wikipedia.org/wiki/Maui_nukupuʻu,https://www.iucnredlist.org/species/103823664/104234257",https://animalia.bio/maui-nukupuu/,,,,,,,,,,,,,,
0,maui-parrotbill,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pseudonestor,Pseudonestor xanthophrys,North America,United States,Forest,,,"https://en.wikipedia.org/wiki/Maui_parrotbill,https://www.iucnredlist.org/species/22720753/94681687,https://xeno-canto.org/123887",https://animalia.bio/maui-parrotbill/,Hawaiian Is.,,,,,,,,,,,,,
0,mauke-starling,,,,,,,,,,,,,,https://animalia.bio/mauke-starling/,,,,,,,,,,,,,,
0,maupiti-monarch,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Pomarea,Pomarea maupitiensis,,,Forest,,,"https://en.wikipedia.org/wiki/Maupiti_monarch,https://www.iucnredlist.org/species/22724444/119193265",https://animalia.bio/maupiti-monarch/,,,,,,,,,,,,,,
0,mauritius-blue-pigeon,,,,,,,,,,,,,,https://animalia.bio/mauritius-blue-pigeon/,,,,,,,,,,,,,,
0,mauritius-bulbul,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Hypsipetes,Hypsipetes olivaceus,Africa,Mauritius,"Anthropogenic biome,Forest,Agricultural","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Mauritius_bulbul,https://www.iucnredlist.org/species/22713239/94366667,https://xeno-canto.org/469072",https://animalia.bio/mauritius-bulbul/,,,,,,,,,,,,,,
0,mauritius-cuckooshrike,,,,,,,,,,,,,,https://animalia.bio/mauritius-cuckooshrike/,,,,,,,,,,,,,,
0,mauritius-fody,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Foudia,Foudia rubra,Africa,Mauritius,"Anthropogenic biome,Forest,Shrubland,Agricultural","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Mauritius_fody,https://www.iucnredlist.org/species/22719149/94614044,https://xeno-canto.org/469248",https://animalia.bio/mauritius-fody/,,,,,,,,,,,,,,
0,mauritius-grey-whiteeye,,,,,,,,,,,,,,https://animalia.bio/mauritius-grey-whiteeye/,,,,,,,,,,,,,,
0,mauritius-kestrel,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco punctatus,Africa,Mauritius,"Forest,Rainforest,Shrubland,Anthropogenic biome,Savanna,Rocky areas",,,"https://en.wikipedia.org/wiki/Mauritius_kestrel,https://www.iucnredlist.org/species/22696373/93557909",https://animalia.bio/mauritius-kestrel/,,,,,,,,,,,,,,
0,mauritius-night-heron,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax mauritianus,,,"Freshwater,Wetlands",,,"https://en.wikipedia.org/wiki/Mauritius_night_heron,https://www.iucnredlist.org/species/22728777/94996372",https://animalia.bio/mauritius-night-heron/,,,,,,Neornithes,Neognathae,Neoaves,,,,,,
0,mauritius-olive-whiteeye,,,,,,,,,,,,,,https://animalia.bio/mauritius-olive-whiteeye/,,,,,,,,,,,,,,
0,mauritius-owl,,,,,,,,,,,,,,https://animalia.bio/mauritius-owl/,,,,,,,,,,,,,,
0,mauritius-sheldgoose,,,,,,,,,,,,,,https://animalia.bio/mauritius-sheldgoose/,,,,,,,,,,,,,,
0,maxwells-black-weaver,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus albinucha,Africa,"Equatorial Guinea,","Freshwater,Anthropogenic biome,Forest,Wetlands,Rainforest",,,"https://en.wikipedia.org/wiki/Maxwell's_black_weaver,https://www.iucnredlist.org/species/22718987/94605162",https://animalia.bio/maxwells-black-weaver/,,,,,,,,,,,,,,
0,mayan-antthrush,Animalia,Chordata,Aves,Passeriformes,Formicariidae,Formicarius,Formicarius moniliger,North America,"Belize,",Forest,,,"https://en.wikipedia.org/wiki/Mayan_antthrush,https://www.iucnredlist.org/species/103661247/112316171,https://xeno-canto.org/433890",https://animalia.bio/mayan-antthrush/,,,,,,,,,,,,,,
0,mayotte-drongo,,,,,,,,,,,,,,https://animalia.bio/mayotte-drongo/,,,,,,,,,,,,,,
0,mayotte-scops-owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,Otus mayottensis,Africa,Comoros,"Anthropogenic biome,Forest,Shrubland,Rainforest",,,"https://en.wikipedia.org/wiki/Mayotte_scops_owl,https://www.iucnredlist.org/species/22732599/95047769,https://xeno-canto.org/403513",https://animalia.bio/mayotte-scops-owl/,,,,,,,,,,,,,,
0,mayotte-sunbird,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Cinnyris,Cinnyris coquerellii,Africa,,"Forest,Grassland,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Mayotte_sunbird,https://www.iucnredlist.org/species/22717822/94553815,https://xeno-canto.org/403509",https://animalia.bio/mayotte-sunbird/,Mayotte,,,,,,,,,,,,,
0,mayotte-whiteeye,,,,,,,,,,,,,,https://animalia.bio/mayotte-whiteeye/,,,,,,,,,,,,,,
0,mayrs-forest-rail,,,,,,,,,,,,,,https://animalia.bio/mayrs-forest-rail/,,,,,,,,,,,,,,
0,mayrs-honeyeater,,,,,,,,,,,,,,https://animalia.bio/mayrs-honeyeater/,,,,,,,,,,,,,,
0,mayrs-swiftlet,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,Aerodramus orientalis,,"Papua New Guinea,",Forest,,,"https://en.wikipedia.org/wiki/Mayr's_swiftlet,https://www.iucnredlist.org/species/22686555/93117361",https://animalia.bio/mayrs-swiftlet/,,,,,,,,,,,,,,
0,mbulu-whiteeye,,,,,,,,,,,,,,https://animalia.bio/mbulu-whiteeye/,,,,,,,,,,,,,,
0,mcconnells-flycatcher,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Mionectes,Mionectes macconnelli,South America,"Bolivia,","Anthropogenic biome,Forest,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/McConnell's_flycatcher,https://www.iucnredlist.org/species/103680198/93704521,https://xeno-canto.org/671094",https://animalia.bio/mcconnells-flycatcher/,"Brazil,",,,,,,,,,,,,,
0,mcconnells-spinetail,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Synallaxis,Synallaxis macconnelli,South America,"Brazil,","Anthropogenic biome,Forest,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/McConnell's_spinetail,https://www.iucnredlist.org/species/22702324/93869067,https://xeno-canto.org/303663",https://animalia.bio/mcconnells-spinetail/,"Guyana,",,,,,,,,,,,,,
0,mcgregors-cuckooshrike,,,,,,,,,,,,,,https://animalia.bio/mcgregors-cuckooshrike/,,,,,,,,,,,,,,
0,mckays-bunting,Animalia,Chordata,Aves,Passeriformes,Calcariidae,Plectrophenax,Plectrophenax hyperboreus,North America,United States,"Grassland,Intertidal zone,Coastal,Marine,Rocky areas,Wetlands,Marsh","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/McKay's_bunting,https://www.iucnredlist.org/species/22721046/137357547,https://xeno-canto.org/346319",https://animalia.bio/mckays-bunting/,,,,,,,,,,,,,,
0,meadow-bunting,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza cioides,Asia,"China,","Forest,Grassland,Shrubland,Agricultural,Anthropogenic biome,Woodland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Meadow_bunting,https://www.iucnredlist.org/species/22720902/94689064,https://xeno-canto.org/696739",https://animalia.bio/meadow-bunting/,,,,,,,,,,,,,,
0,meadow-pipit,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus pratensis,"Europe,","Asia,","Freshwater,Anthropogenic biome,Grassland,Intertidal zone,Wetlands,Coastal,Marine,Agricultural,Forest,Woodland,Mountains,Bog","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Meadow_pipit,https://www.iucnredlist.org/species/22718556/131986875,https://xeno-canto.org/707270",https://animalia.bio/meadow-pipit/,Africa,,,,,,,,,,,,,
0,mediterranean-flycatcher,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa,Muscicapa tyrrhenica,,"France,","Agricultural,Anthropogenic biome,Forest,Woodland",,,"https://en.wikipedia.org/wiki/Mediterranean_flycatcher,https://xeno-canto.org/667005",https://animalia.bio/mediterranean-flycatcher/,,,,"Italy,",,,,,,,,,,
0,mediterranean-gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Ichthyaetus melanocephalus,"Europe,","Asia,","Freshwater,Anthropogenic biome,Grassland,Intertidal zone,Neritic zone,Wetlands,Coastal,Marine,Marsh","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Soaring",Migrating,"https://en.wikipedia.org/wiki/Mediterranean_gull,https://www.iucnredlist.org/species/22694443/154572305,https://xeno-canto.org/707824",https://animalia.bio/mediterranean-gull/,Africa,,,,,,,,,,,,,
0,medium-ground-finch,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Geospiza,Geospiza fortis,South America,Ecuador,"Anthropogenic biome,Forest,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Medium_ground_finch,https://www.iucnredlist.org/species/22723734/94830904,https://xeno-canto.org/105781",https://animalia.bio/medium-ground-finch/,,,,,,,,,,,,,,
0,medium-tree-finch,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Geospiza,Camarhynchus pauper,South America,Ecuador,"Forest,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Medium_tree_finch,https://www.iucnredlist.org/species/22723773/130488958",https://animalia.bio/medium-tree-finch/,,,,Galápagos,,,,,,,,,,
0,meeks-lorikeet,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,Charmosyna meeki,,"Papua New Guinea,","Forest,Mountains",,,"https://en.wikipedia.org/wiki/Meek's_lorikeet,https://www.iucnredlist.org/species/22684668/93040606",https://animalia.bio/meeks-lorikeet/,,,,,,,,,,,,,,
0,meeks-pygmy-parrot,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Micropsitta,Micropsitta meeki,,Papua New Guinea,"Anthropogenic biome,Forest",,,"https://en.wikipedia.org/wiki/Meek's_pygmy_parrot,https://www.iucnredlist.org/species/22684861/93050200",https://animalia.bio/meeks-pygmy-parrot/,,,,,,,,,,,,,,
0,meess-nightjar,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus meesi,Asia,Indonesia,"Anthropogenic biome,Forest,Grassland,Savanna,Shrubland",,,"https://en.wikipedia.org/wiki/Mees's_nightjar,https://www.iucnredlist.org/species/22732941/95052248,https://xeno-canto.org/638253",https://animalia.bio/meess-nightjar/,,,,,,,,,,,,,,
0,meess-whiteeye,,,,,,,,,,,,,,https://animalia.bio/meess-whiteeye/,,,,,,,,,,,,,,
0,mekong-wagtail,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla samveasnae,Asia,"Cambodia,","Freshwater,Shrubland,Wetlands,Rocky areas",,,"https://en.wikipedia.org/wiki/Mekong_wagtail,https://www.iucnredlist.org/species/22729485/181850469",https://animalia.bio/mekong-wagtail/,,,,,,,,,,,,,,
0,melancholy-woodpecker,,,,,,,,,,,,,,https://animalia.bio/melancholy-woodpecker/,,,,,,,,,,,,,,
0,melanesian-flycatcher,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,Myiagra caledonica,,"Solomon Islands,","Anthropogenic biome,Forest",,,"https://en.wikipedia.org/wiki/Melanesian_flycatcher,https://www.iucnredlist.org/species/22707387/94120809,https://xeno-canto.org/613055",https://animalia.bio/melanesian-flycatcher/,Vanuatu,,,,,,,,,,,,,
0,melanesian-kingfisher,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus tristrami,,"Papua New Guinea,","Agricultural,Anthropogenic biome,Forest",,,"https://en.wikipedia.org/wiki/Melanesian_kingfisher,https://xeno-canto.org/543633",https://animalia.bio/melanesian-kingfisher/,,,,,,Neornithes,Neognathae,Neoaves,Alcedini,Halcyoninae,,,,
0,melanesian-megapode,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Megapodius,Megapodius eremita,,"Papua New Guinea,","Forest,Intertidal zone,Marine,Mountains","Terrestrial, ,Oviparous, ,Precocial",Not a migrant,"https://en.wikipedia.org/wiki/Melanesian_megapode,https://www.iucnredlist.org/species/22678611/132049670,https://xeno-canto.org/502686",https://animalia.bio/melanesian-megapode/,,,,,,,,,,,,,,
0,melanesian-thicketbird,,,,,,,,,,,,,,https://animalia.bio/melanesian-thicketbird/,,,,,,,,,,,,,,
0,melanesian-whistler,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala,Pachycephala chlorura,,,"Anthropogenic biome,Forest",,,"https://en.wikipedia.org/wiki/Melanesian_whistler,https://www.iucnredlist.org/species/22705503/94021593,https://xeno-canto.org/613072",https://animalia.bio/melanesian-whistler/,New Caledonia,,,,,,,,,,,,,
0,mellers-duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas melleri,Africa,Madagascar,"Freshwater,Anthropogenic biome,Wetlands","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Territorial, ,Waterfowl",Not a migrant,"https://en.wikipedia.org/wiki/Meller's_duck,https://www.iucnredlist.org/species/22680225/92850618,https://xeno-canto.org/623758",https://animalia.bio/mellers-duck/,,,,,,,,,,,,,,
0,melodious-babbler,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Malacopteron,Malacopteron palawanense,Asia,Philippines,"Anthropogenic biome,Forest",,,"https://en.wikipedia.org/wiki/Melodious_babbler,https://www.iucnredlist.org/species/22715885/94473596,https://xeno-canto.org/379913",https://animalia.bio/melodious-babbler/,,,,,,,,,,,,,,
0,melodious-blackbird,Animalia,Chordata,Aves,Passeriformes,Icteridae,Dives,Dives dives,North America,"Belize,","Anthropogenic biome,Forest,Shrubland,Agricultural","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Melodious_blackbird,https://www.iucnredlist.org/species/22724302/136767302,https://xeno-canto.org/679975",https://animalia.bio/melodious-blackbird/,,,,,,,,,,,,,,
0,melodious-lark,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Mirafra,Mirafra cheniana,Africa,"South Africa,","Grassland,Shrubland",,,"https://en.wikipedia.org/wiki/Melodious_lark,https://www.iucnredlist.org/species/22717008/118389631,https://xeno-canto.org/703463",https://animalia.bio/melodious-lark/,,,,,,,,,,,,,,
0,melodious-warbler,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Hippolais,Hippolais polyglotta,"Europe,",Africa,"Anthropogenic biome,Forest,Savanna,Shrubland,Agricultural,Desert,Woodland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Melodious_warbler,https://www.iucnredlist.org/species/22714912/111814759,https://xeno-canto.org/707355",https://animalia.bio/melodious-warbler/,"Spain,",,,,,,,,,,,,,
0,menetriess-warbler,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Curruca mystacea,"Asia,",Africa,"Anthropogenic biome,Desert,Intertidal zone,Savanna,Shrubland,Marine,Agricultural,Forest,Woodland,Grassland,Mountains",,,"https://en.wikipedia.org/wiki/Menetries's_warbler,https://www.iucnredlist.org/species/22716971/87755889",https://animalia.bio/menetriess-warbler/,,,,,,,,,,,,,,
0,mentawai-scops-owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,Otus mentawi,Asia,Indonesia,"Anthropogenic biome,Forest",,,"https://en.wikipedia.org/wiki/Mentawai_scops_owl,https://www.iucnredlist.org/species/22688713/93206881,https://xeno-canto.org/498448",https://animalia.bio/mentawai-scops-owl/,Sumatera,,,,,,,,,,,,,
0,merida-brushfinch,,,,,,,,,,,,,,https://animalia.bio/merida-brushfinch/,,,,,,,,,,,,,,
0,mérida-flowerpiercer,,,,,,,,,,,,,,https://animalia.bio/mérida-flowerpiercer/,,,,,,,,,,,,,,
0,mérida-sunangel,,,,,,,,,,,,,,https://animalia.bio/mérida-sunangel/,,,,,,,,,,,,,,
0,mérida-tapaculo,,,,,,,,,,,,,,https://animalia.bio/mérida-tapaculo/,,,,,,,,,,,,,,
0,mérida-wren,,,,,,,,,,,,,,https://animalia.bio/mérida-wren/,,,,,,,,,,,,,,
0,merlin,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco columbarius,"North America,","Asia,","Temperate broadleaf and mixed forest,Temperate grasslands,Desert,Tundra,Taiga,Temperate coniferous forest,Intertidal zone,Urban wildlife,Shrubland,Chaparral,Coastal,Marsh,Wetlands,Grassland,Anthropogenic biome,Forest,Marine,Mountains,Rocky areas","Terrestrial, ,Arboreal, ,Gliding, ,Altricial, ,Predator, ,Congregatory, ,Oviparous, ,Ambush predator","Partially migrant, ,Migrating","https://en.wikipedia.org/wiki/Merlin_(bird),https://www.iucnredlist.org/species/22696453/93562971,https://xeno-canto.org/679893",https://animalia.bio/merlin/,,"Europe,","convocation, aerie",,,,,,,,,,,
0,metallic-pigeon,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba vitiensis,Asia,"Papua New Guinea,","Anthropogenic biome,Forest",,,"https://en.wikipedia.org/wiki/Metallic_pigeon,https://www.iucnredlist.org/species/22690211/93265338,https://xeno-canto.org/121836",https://animalia.bio/metallic-pigeon/,"Fiji,",,,,,,,,,,,,,
0,metallic-starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Aplonis,Aplonis metallica,Asia,"Australia,","Anthropogenic biome,Forest,Savanna,Rainforest","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Metallic_starling,https://www.iucnredlist.org/species/181767865/179195036,https://xeno-canto.org/607690",https://animalia.bio/metallic-starling/,,,,,,,,,,,,,,
0,metallicgreen-tanager,,,,,,,,,,,,,,https://animalia.bio/metallicgreen-tanager/,,,,,,,,,,,,,,
0,metallicwinged-sunbird,,,,,,,,,,,,,,https://animalia.bio/metallicwinged-sunbird/,,,,,,,,,,,,,,
0,mevess-starling,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,Lamprotornis mevesii,Africa,"South Africa,","Freshwater,Grassland,Savanna","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Meves's_starling,https://www.iucnredlist.org/species/103871956/94258807,https://xeno-canto.org/585249",https://animalia.bio/mevess-starling/,,,,,,,,,,,,,,
0,mewing-kingfisher,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus ruficollaris,,,"Anthropogenic biome,Forest,Agricultural",,,"https://en.wikipedia.org/wiki/Mewing_kingfisher,https://www.iucnredlist.org/species/22683465/92987289",https://animalia.bio/mewing-kingfisher/,Cook Islands,,,,,Neornithes,Neognathae,Neoaves,Alcedini,Halcyoninae,,,,
0,mexican-cacique,Animalia,Chordata,Aves,Passeriformes,Icteridae,Cassiculus,Cassiculus melanicterus,North America,"El Salvador,","Anthropogenic biome,Forest,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Mexican_cacique,https://www.iucnredlist.org/species/22724061/138241737,https://xeno-canto.org/702552",https://animalia.bio/mexican-cacique/,,,,,,,,,,,,,,
0,mexican-chickadee,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,Poecile sclateri,North America,"Mexico,","Forest,Shrubland,Mountains","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/Mexican_chickadee,https://www.iucnredlist.org/species/22711732/137665061,https://xeno-canto.org/676517",https://animalia.bio/mexican-chickadee/,,,,,,,,,,,,,,
